20240101 233100;1.101980;1.102030;1.101980;1.101990;0
20240101 233200;1.101990;1.102000;1.101950;1.101950;0
20240101 233300;1.101940;1.101980;1.101940;1.101940;0
20240101 233400;1.101940;1.101950;1.101930;1.101950;0
20240101 233500;1.101940;1.102010;1.101930;1.102000;0
20240101 233600;1.102000;1.102000;1.102000;1.102000;0
20240101 233700;1.101990;1.101990;1.101940;1.101940;0
20240101 233800;1.101940;1.102040;1.101940;1.102010;0
20240101 233900;1.102020;1.102020;1.101970;1.101990;0
20240101 234000;1.101990;1.101990;1.101970;1.101990;0
20240101 234100;1.101990;1.102000;1.101930;1.101940;0
20240101 234200;1.101940;1.101940;1.101840;1.101850;0
20240101 234300;1.101840;1.101840;1.101730;1.101740;0
20240101 234400;1.101740;1.101760;1.101730;1.101740;0
20240101 234500;1.101740;1.101740;1.101730;1.101740;0
20240101 234600;1.101740;1.101810;1.101740;1.101790;0
20240101 234700;1.101800;1.101800;1.101790;1.101790;0
20240101 234800;1.101780;1.101780;1.101720;1.101750;0
20240101 234900;1.101750;1.101750;1.101710;1.101710;0
20240101 235000;1.101720;1.101730;1.101690;1.101690;0
20240101 235100;1.101700;1.101710;1.101690;1.101710;0
20240101 235200;1.101700;1.101750;1.101700;1.101740;0
20240101 235300;1.101730;1.101740;1.101720;1.101730;0
20240101 235400;1.101730;1.101730;1.101650;1.101650;0
20240101 235500;1.101650;1.101680;1.101650;1.101670;0
20240101 235600;1.101660;1.101700;1.101650;1.101700;0
20240101 235700;1.101700;1.101900;1.101700;1.101900;0
20240101 235800;1.101900;1.102050;1.101890;1.102040;0
20240101 235900;1.102050;1.102110;1.102040;1.102080;0
20240102 000000;1.102080;1.102350;1.102080;1.102340;0
20240102 000100;1.102350;1.102390;1.102240;1.102240;0
20240102 000200;1.102230;1.102270;1.102200;1.102200;0
20240102 000300;1.102190;1.102260;1.102150;1.102240;0
20240102 000400;1.102250;1.102250;1.102230;1.102250;0
20240102 000500;1.102260;1.102290;1.102200;1.102200;0
20240102 000600;1.102200;1.102200;1.102170;1.102190;0
20240102 000700;1.102200;1.102200;1.102100;1.102140;0
20240102 000800;1.102140;1.102210;1.102140;1.102210;0
20240102 000900;1.102210;1.102250;1.102200;1.102250;0
20240102 001000;1.102260;1.102310;1.102200;1.102300;0
20240102 001100;1.102330;1.102460;1.102330;1.102440;0
20240102 001200;1.102450;1.102450;1.102380;1.102390;0
20240102 001300;1.102400;1.102460;1.102390;1.102390;0
20240102 001400;1.102410;1.102520;1.102370;1.102500;0
20240102 001500;1.102540;1.102590;1.102480;1.102520;0
20240102 001600;1.102530;1.102650;1.102470;1.102540;0
20240102 001700;1.102520;1.102540;1.102520;1.102540;0
20240102 001800;1.102540;1.102550;1.102540;1.102540;0
20240102 001900;1.102540;1.102540;1.102510;1.102540;0
20240102 002000;1.102550;1.102550;1.102520;1.102540;0
20240102 002100;1.102540;1.102560;1.102520;1.102550;0
20240102 002200;1.102550;1.102730;1.102550;1.102700;0
20240102 002300;1.102710;1.102720;1.102600;1.102640;0
20240102 002400;1.102650;1.102730;1.102640;1.102670;0
20240102 002500;1.102670;1.102720;1.102650;1.102700;0
20240102 002600;1.102700;1.102710;1.102650;1.102700;0
20240102 002700;1.102710;1.102750;1.102690;1.102710;0
20240102 002800;1.102710;1.102810;1.102710;1.102800;0
20240102 002900;1.102790;1.102790;1.102630;1.102650;0
20240102 003000;1.102650;1.102750;1.102650;1.102700;0
20240102 003100;1.102680;1.102720;1.102660;1.102720;0
20240102 003200;1.102710;1.102730;1.102710;1.102710;0
20240102 003300;1.102710;1.102780;1.102700;1.102750;0
20240102 003400;1.102740;1.102790;1.102740;1.102740;0
20240102 003500;1.102780;1.102840;1.102780;1.102840;0
20240102 003600;1.102830;1.102830;1.102780;1.102790;0
20240102 003700;1.102790;1.102800;1.102720;1.102800;0
20240102 003800;1.102790;1.102800;1.102780;1.102800;0
20240102 003900;1.102780;1.102890;1.102780;1.102800;0
20240102 004000;1.102810;1.102920;1.102810;1.102890;0
20240102 004100;1.102890;1.102950;1.102850;1.102920;0
20240102 004200;1.102940;1.102960;1.102910;1.102940;0
20240102 004300;1.102950;1.102950;1.102920;1.102920;0
20240102 004400;1.102920;1.103030;1.102920;1.103000;0
20240102 004500;1.103010;1.103030;1.102920;1.102950;0
20240102 004600;1.102960;1.103060;1.102960;1.103060;0
20240102 004700;1.103050;1.103160;1.103050;1.103110;0
